rule_op_id,op_id,vhc_id,net_sys_id,net_lyr_id,net_id,nod_sys_id,nod_lyr_id,nod_id,add_at,net_ver,is_out_bound,node_passenger_rad,cur,inc,dec,lon,lat,cap_time_flag,diff_time_ms,max_delay_ms
5,5,13,,,,,,,2026-08-05 17:25:30.150614,,true,100,14,10,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:26:00.150614,,true,100,7,3,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:26:30.150614,,true,100,1,17,20,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:27:00.150614,,true,100,0,11,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:27:30.150614,,true,100,14,2,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:28:00.150614,,true,100,4,10,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:28:30.150614,,true,100,8,4,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:29:00.150614,,true,100,13,11,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:29:30.150614,,true,100,19,3,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:30:00.150614,,true,100,7,2,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:30:30.150614,,true,100,7,9,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:31:00.150614,,true,100,18,20,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:31:30.150614,,true,100,5,20,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:32:00.150614,,true,100,8,1,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:32:30.150614,,true,100,20,1,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:33:00.150614,,true,100,18,3,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:33:30.150614,,true,100,4,4,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:34:00.150614,,true,100,3,0,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:34:30.150614,,true,100,16,4,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:35:00.150614,,true,100,11,10,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:35:30.150614,,true,100,3,17,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:36:00.150614,,true,100,9,0,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:36:30.150614,,true,100,11,12,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:37:00.150614,,true,100,8,15,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:37:30.150614,,true,100,4,19,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:38:00.150614,,true,100,10,14,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:38:30.150614,,true,100,1,10,20,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:39:00.150614,,true,100,12,4,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:39:30.150614,,true,100,8,15,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:40:00.150614,,true,100,12,9,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:40:30.150614,,true,100,11,17,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:41:00.150614,,true,100,10,9,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:41:30.150614,,true,100,20,15,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:42:00.150614,,true,100,7,7,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:42:30.150614,,true,100,5,9,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:43:00.150614,,true,100,17,5,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:43:30.150614,,true,100,20,2,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:44:00.150614,,true,100,1,8,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:44:30.150614,,true,100,6,18,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:45:00.150614,,true,100,18,3,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:45:30.150614,,true,100,5,4,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:46:00.150614,,true,100,4,14,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:46:30.150614,,true,100,4,7,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:47:00.150614,,true,100,15,17,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:47:30.150614,,true,100,11,19,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:48:00.150614,,true,100,15,19,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:48:30.150614,,true,100,20,15,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:49:00.150614,,true,100,6,8,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:49:30.150614,,true,100,9,9,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:50:00.150614,,true,100,7,1,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:50:30.150614,,true,100,12,0,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:51:00.150614,,true,100,6,7,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:51:30.150614,,true,100,13,13,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:52:00.150614,,true,100,0,0,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:52:30.150614,,true,100,16,18,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:53:00.150614,,true,100,10,0,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:53:30.150614,,true,100,15,3,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:54:00.150614,,true,100,8,0,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:54:30.150614,,true,100,3,3,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:55:00.150614,,true,100,2,14,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:55:30.150614,,true,100,15,5,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:56:00.150614,,true,100,19,1,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:56:30.150614,,true,100,11,5,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:57:00.150614,,true,100,7,9,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:57:30.150614,,true,100,10,7,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:58:00.150614,,true,100,6,13,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:58:30.150614,,true,100,15,12,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:59:00.150614,,true,100,9,1,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 17:59:30.150614,,true,100,11,5,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:00:00.150614,,true,100,13,2,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:00:30.150614,,true,100,19,18,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:01:00.150614,,true,100,14,11,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:01:30.150614,,true,100,13,4,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:02:00.150614,,true,100,18,8,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:02:30.150614,,true,100,6,4,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:03:00.150614,,true,100,14,18,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:03:30.150614,,true,100,15,12,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:04:00.150614,,true,100,3,14,20,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:04:30.150614,,true,100,12,9,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:05:00.150614,,true,100,13,14,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:05:30.150614,,true,100,13,7,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:06:00.150614,,true,100,1,12,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:06:30.150614,,true,100,11,4,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:07:00.150614,,true,100,11,4,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:07:30.150614,,true,100,20,8,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:08:00.150614,,true,100,3,4,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:08:30.150614,,true,100,18,18,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:09:00.150614,,true,100,18,14,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:09:30.150614,,true,100,7,17,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:10:00.150614,,true,100,19,1,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:10:30.150614,,true,100,17,8,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:11:00.150614,,true,100,13,5,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:11:30.150614,,true,100,8,18,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:12:00.150614,,true,100,18,17,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:12:30.150614,,true,100,17,15,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:13:00.150614,,true,100,10,9,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:13:30.150614,,true,100,8,16,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:14:00.150614,,true,100,6,14,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:14:30.150614,,true,100,0,6,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:15:00.150614,,true,100,2,20,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:15:30.150614,,true,100,3,19,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:16:00.150614,,true,100,18,5,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:16:30.150614,,true,100,20,12,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:17:00.150614,,true,100,20,4,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:17:30.150614,,true,100,12,2,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:18:00.150614,,true,100,11,18,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:18:30.150614,,true,100,2,17,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:19:00.150614,,true,100,15,3,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:19:30.150614,,true,100,6,16,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:20:00.150614,,true,100,20,20,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:20:30.150614,,true,100,16,4,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:21:00.150614,,true,100,15,9,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:21:30.150614,,true,100,12,12,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:22:00.150614,,true,100,11,3,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:22:30.150614,,true,100,3,4,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:23:00.150614,,true,100,8,5,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:23:30.150614,,true,100,17,18,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:24:00.150614,,true,100,13,7,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:24:30.150614,,true,100,5,12,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:25:00.150614,,true,100,13,4,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:25:30.150614,,true,100,13,15,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:26:00.150614,,true,100,11,16,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:26:30.150614,,true,100,11,13,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:27:00.150614,,true,100,20,0,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:27:30.150614,,true,100,13,17,20,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:28:00.150614,,true,100,5,5,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:28:30.150614,,true,100,0,10,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:29:00.150614,,true,100,9,11,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:29:30.150614,,true,100,12,17,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:30:00.150614,,true,100,18,11,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:30:30.150614,,true,100,9,11,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:31:00.150614,,true,100,14,11,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:31:30.150614,,true,100,19,2,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:32:00.150614,,true,100,4,15,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:32:30.150614,,true,100,4,20,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:33:00.150614,,true,100,2,0,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:33:30.150614,,true,100,7,9,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:34:00.150614,,true,100,14,12,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:34:30.150614,,true,100,6,9,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:35:00.150614,,true,100,10,5,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:35:30.150614,,true,100,12,13,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:36:00.150614,,true,100,3,4,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:36:30.150614,,true,100,2,16,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:37:00.150614,,true,100,1,10,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:37:30.150614,,true,100,6,14,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:38:00.150614,,true,100,2,3,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:38:30.150614,,true,100,15,12,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:39:00.150614,,true,100,11,6,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:39:30.150614,,true,100,2,6,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:40:00.150614,,true,100,20,9,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:40:30.150614,,true,100,20,0,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:41:00.150614,,true,100,14,1,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:41:30.150614,,true,100,19,8,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:42:00.150614,,true,100,9,4,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:42:30.150614,,true,100,14,1,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:43:00.150614,,true,100,6,0,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:43:30.150614,,true,100,6,14,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:44:00.150614,,true,100,1,19,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:44:30.150614,,true,100,12,10,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:45:00.150614,,true,100,19,5,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:45:30.150614,,true,100,8,16,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:46:00.150614,,true,100,6,13,15,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:46:30.150614,,true,100,5,11,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:47:00.150614,,true,100,16,17,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:47:30.150614,,true,100,18,20,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:48:00.150614,,true,100,14,7,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:48:30.150614,,true,100,7,1,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:49:00.150614,,true,100,8,2,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:49:30.150614,,true,100,15,10,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:50:00.150614,,true,100,17,17,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:50:30.150614,,true,100,12,17,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:51:00.150614,,true,100,16,10,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:51:30.150614,,true,100,3,6,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:52:00.150614,,true,100,14,1,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:52:30.150614,,true,100,7,6,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:53:00.150614,,true,100,13,2,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:53:30.150614,,true,100,3,13,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:54:00.150614,,true,100,15,3,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:54:30.150614,,true,100,19,14,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:55:00.150614,,true,100,11,15,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:55:30.150614,,true,100,10,0,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:56:00.150614,,true,100,14,14,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:56:30.150614,,true,100,14,14,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:57:00.150614,,true,100,15,13,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:57:30.150614,,true,100,16,16,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:58:00.150614,,true,100,2,13,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:58:30.150614,,true,100,5,8,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:59:00.150614,,true,100,20,13,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 18:59:30.150614,,true,100,20,19,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:00:00.150614,,true,100,6,13,20,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:00:30.150614,,true,100,19,1,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:01:00.150614,,true,100,12,1,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:01:30.150614,,true,100,4,17,1,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:02:00.150614,,true,100,0,2,18,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:02:30.150614,,true,100,13,5,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:03:00.150614,,true,100,20,9,13,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:03:30.150614,,true,100,13,7,11,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:04:00.150614,,true,100,1,15,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:04:30.150614,,true,100,1,20,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:05:00.150614,,true,100,4,16,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:05:30.150614,,true,100,1,16,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:06:00.150614,,true,100,18,10,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:06:30.150614,,true,100,17,7,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:07:00.150614,,true,100,5,16,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:07:30.150614,,true,100,0,7,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:08:00.150614,,true,100,1,12,2,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:08:30.150614,,true,100,0,10,4,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:09:00.150614,,true,100,4,9,3,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:09:30.150614,,true,100,8,4,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:10:00.150614,,true,100,5,9,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:10:30.150614,,true,100,3,16,20,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:11:00.150614,,true,100,10,11,10,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:11:30.150614,,true,100,10,10,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:12:00.150614,,true,100,16,14,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:12:30.150614,,true,100,3,12,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:13:00.150614,,true,100,12,4,19,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:13:30.150614,,true,100,1,20,0,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:14:00.150614,,true,100,4,20,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:14:30.150614,,true,100,2,18,7,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:15:00.150614,,true,100,18,7,17,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:15:30.150614,,true,100,12,8,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:16:00.150614,,true,100,19,4,9,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:16:30.150614,,true,100,15,10,5,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:17:00.150614,,true,100,11,13,16,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:17:30.150614,,true,100,4,13,6,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:18:00.150614,,true,100,15,14,14,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:18:30.150614,,true,100,16,16,8,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:19:00.150614,,true,100,12,13,12,,,2,200000,150000
5,5,13,,,,,,,2026-08-05 19:19:30.150614,,true,100,3,4,13,,,2,200000,150000
