op_id,vhc_id,mod_at,src_at,cur,inc,dec
5,13,2026-08-05 17:34:50.150614,2026-08-05 17:31:30.150614,5,20,0
5,13,2026-08-05 17:35:20.150614,2026-08-05 17:32:00.150614,8,1,13
5,13,2026-08-05 17:35:50.150614,2026-08-05 17:32:30.150614,20,1,15
5,13,2026-08-05 17:36:20.150614,2026-08-05 17:33:00.150614,18,3,19
5,13,2026-08-05 17:36:50.150614,2026-08-05 17:33:30.150614,4,4,3
5,13,2026-08-05 17:37:20.150614,2026-08-05 17:34:00.150614,3,0,19
5,13,2026-08-05 17:37:50.150614,2026-08-05 17:34:30.150614,16,4,5
5,13,2026-08-05 17:38:20.150614,2026-08-05 17:35:00.150614,11,10,5
5,13,2026-08-05 17:38:50.150614,2026-08-05 17:35:30.150614,3,17,4
5,13,2026-08-05 17:39:20.150614,2026-08-05 17:36:00.150614,9,0,11
5,13,2026-08-05 17:39:50.150614,2026-08-05 17:36:30.150614,11,12,2
5,13,2026-08-05 17:40:20.150614,2026-08-05 17:37:00.150614,8,15,4
5,13,2026-08-05 17:40:50.150614,2026-08-05 17:37:30.150614,4,19,15
5,13,2026-08-05 17:41:20.150614,2026-08-05 17:38:00.150614,10,14,12
5,13,2026-08-05 17:41:50.150614,2026-08-05 17:38:30.150614,1,10,20
5,13,2026-08-05 17:42:20.150614,2026-08-05 17:39:00.150614,12,4,15
5,13,2026-08-05 17:42:50.150614,2026-08-05 17:39:30.150614,8,15,8
5,13,2026-08-05 17:43:20.150614,2026-08-05 17:40:00.150614,12,9,4
5,13,2026-08-05 17:43:50.150614,2026-08-05 17:40:30.150614,11,17,1
5,13,2026-08-05 17:44:20.150614,2026-08-05 17:41:00.150614,10,9,0
5,13,2026-08-05 17:44:50.150614,2026-08-05 17:41:30.150614,20,15,10
5,13,2026-08-05 17:45:20.150614,2026-08-05 17:42:00.150614,7,7,9
5,13,2026-08-05 17:45:50.150614,2026-08-05 17:42:30.150614,5,9,4
5,13,2026-08-05 17:46:20.150614,2026-08-05 17:43:00.150614,17,5,9
5,13,2026-08-05 17:46:50.150614,2026-08-05 17:43:30.150614,20,2,1
5,13,2026-08-05 17:47:20.150614,2026-08-05 17:44:00.150614,1,8,14
5,13,2026-08-05 17:47:50.150614,2026-08-05 17:44:30.150614,6,18,14
5,13,2026-08-05 17:48:20.150614,2026-08-05 17:45:00.150614,18,3,16
5,13,2026-08-05 17:48:50.150614,2026-08-05 17:45:30.150614,5,4,12
5,13,2026-08-05 17:49:20.150614,2026-08-05 17:46:00.150614,4,14,0
5,13,2026-08-05 17:49:50.150614,2026-08-05 17:46:30.150614,4,7,1
5,13,2026-08-05 17:50:20.150614,2026-08-05 17:47:00.150614,15,17,9
5,13,2026-08-05 17:50:50.150614,2026-08-05 17:47:30.150614,11,19,15
5,13,2026-08-05 17:51:20.150614,2026-08-05 17:48:00.150614,15,19,12
5,13,2026-08-05 17:51:50.150614,2026-08-05 17:48:30.150614,20,15,12
5,13,2026-08-05 17:52:20.150614,2026-08-05 17:49:00.150614,6,8,13
5,13,2026-08-05 17:52:50.150614,2026-08-05 17:49:30.150614,9,9,15
5,13,2026-08-05 17:53:20.150614,2026-08-05 17:50:00.150614,7,1,0
5,13,2026-08-05 17:53:50.150614,2026-08-05 17:50:30.150614,12,0,16
5,13,2026-08-05 17:54:20.150614,2026-08-05 17:51:00.150614,6,7,11
5,13,2026-08-05 17:54:50.150614,2026-08-05 17:51:30.150614,13,13,6
5,13,2026-08-05 17:55:20.150614,2026-08-05 17:52:00.150614,0,0,16
5,13,2026-08-05 17:55:50.150614,2026-08-05 17:52:30.150614,16,18,4
5,13,2026-08-05 17:56:20.150614,2026-08-05 17:53:00.150614,10,0,1
5,13,2026-08-05 17:56:50.150614,2026-08-05 17:53:30.150614,15,3,17
5,13,2026-08-05 17:57:20.150614,2026-08-05 17:54:00.150614,8,0,7
5,13,2026-08-05 17:57:50.150614,2026-08-05 17:54:30.150614,3,3,8
5,13,2026-08-05 17:58:20.150614,2026-08-05 17:55:00.150614,2,14,1
5,13,2026-08-05 17:58:50.150614,2026-08-05 17:55:30.150614,15,5,9
5,13,2026-08-05 17:59:20.150614,2026-08-05 17:56:00.150614,19,1,18
5,13,2026-08-05 17:59:50.150614,2026-08-05 17:56:30.150614,11,5,10
5,13,2026-08-05 18:00:20.150614,2026-08-05 17:57:00.150614,7,9,15
5,13,2026-08-05 18:00:50.150614,2026-08-05 17:57:30.150614,10,7,11
5,13,2026-08-05 18:01:20.150614,2026-08-05 17:58:00.150614,6,13,19
5,13,2026-08-05 18:01:50.150614,2026-08-05 17:58:30.150614,15,12,11
5,13,2026-08-05 18:02:20.150614,2026-08-05 17:59:00.150614,9,1,2
5,13,2026-08-05 18:02:50.150614,2026-08-05 17:59:30.150614,11,5,2
5,13,2026-08-05 18:03:20.150614,2026-08-05 18:00:00.150614,13,2,5
5,13,2026-08-05 18:03:50.150614,2026-08-05 18:00:30.150614,19,18,18
5,13,2026-08-05 18:04:20.150614,2026-08-05 18:01:00.150614,14,11,4
5,13,2026-08-05 18:04:50.150614,2026-08-05 18:01:30.150614,13,4,14
5,13,2026-08-05 18:05:20.150614,2026-08-05 18:02:00.150614,18,8,17
5,13,2026-08-05 18:05:50.150614,2026-08-05 18:02:30.150614,6,4,13
5,13,2026-08-05 18:06:20.150614,2026-08-05 18:03:00.150614,14,18,4
5,13,2026-08-05 18:06:50.150614,2026-08-05 18:03:30.150614,15,12,6
5,13,2026-08-05 18:07:20.150614,2026-08-05 18:04:00.150614,3,14,20
5,13,2026-08-05 18:07:50.150614,2026-08-05 18:04:30.150614,12,9,11
5,13,2026-08-05 18:08:20.150614,2026-08-05 18:05:00.150614,13,14,0
5,13,2026-08-05 18:08:50.150614,2026-08-05 18:05:30.150614,13,7,4
5,13,2026-08-05 18:09:20.150614,2026-08-05 18:06:00.150614,1,12,19
5,13,2026-08-05 18:09:50.150614,2026-08-05 18:06:30.150614,11,4,18
5,13,2026-08-05 18:10:20.150614,2026-08-05 18:07:00.150614,11,4,7
5,13,2026-08-05 18:10:50.150614,2026-08-05 18:07:30.150614,20,8,4
5,13,2026-08-05 18:11:20.150614,2026-08-05 18:08:00.150614,3,4,2
5,13,2026-08-05 18:11:50.150614,2026-08-05 18:08:30.150614,18,18,7
5,13,2026-08-05 18:12:20.150614,2026-08-05 18:09:00.150614,18,14,1
5,13,2026-08-05 18:12:50.150614,2026-08-05 18:09:30.150614,7,17,3
5,13,2026-08-05 18:13:20.150614,2026-08-05 18:10:00.150614,19,1,19
5,13,2026-08-05 18:13:50.150614,2026-08-05 18:10:30.150614,17,8,1
5,13,2026-08-05 18:14:20.150614,2026-08-05 18:11:00.150614,13,5,4
5,13,2026-08-05 18:14:50.150614,2026-08-05 18:11:30.150614,8,18,7
5,13,2026-08-05 18:15:20.150614,2026-08-05 18:12:00.150614,18,17,5
5,13,2026-08-05 18:15:50.150614,2026-08-05 18:12:30.150614,17,15,16
5,13,2026-08-05 18:16:20.150614,2026-08-05 18:13:00.150614,10,9,13
5,13,2026-08-05 18:16:50.150614,2026-08-05 18:13:30.150614,8,16,6
5,13,2026-08-05 18:17:20.150614,2026-08-05 18:14:00.150614,6,14,2
5,13,2026-08-05 18:17:50.150614,2026-08-05 18:14:30.150614,0,6,6
5,13,2026-08-05 18:18:20.150614,2026-08-05 18:15:00.150614,2,20,11
5,13,2026-08-05 18:18:50.150614,2026-08-05 18:15:30.150614,3,19,11
5,13,2026-08-05 18:19:20.150614,2026-08-05 18:16:00.150614,18,5,13
5,13,2026-08-05 18:19:50.150614,2026-08-05 18:16:30.150614,20,12,12
5,13,2026-08-05 18:20:20.150614,2026-08-05 18:17:00.150614,20,4,12
5,13,2026-08-05 18:20:50.150614,2026-08-05 18:17:30.150614,12,2,5
5,13,2026-08-05 18:21:20.150614,2026-08-05 18:18:00.150614,11,18,12
5,13,2026-08-05 18:21:50.150614,2026-08-05 18:18:30.150614,2,17,8
5,13,2026-08-05 18:22:20.150614,2026-08-05 18:19:00.150614,15,3,12
5,13,2026-08-05 18:22:50.150614,2026-08-05 18:19:30.150614,6,16,18
5,13,2026-08-05 18:23:20.150614,2026-08-05 18:20:00.150614,20,20,3
5,13,2026-08-05 18:23:50.150614,2026-08-05 18:20:30.150614,16,4,19
5,13,2026-08-05 18:24:20.150614,2026-08-05 18:21:00.150614,15,9,16
5,13,2026-08-05 18:24:50.150614,2026-08-05 18:21:30.150614,12,12,11
5,13,2026-08-05 18:25:20.150614,2026-08-05 18:22:00.150614,11,3,18
5,13,2026-08-05 18:25:50.150614,2026-08-05 18:22:30.150614,3,4,9
5,13,2026-08-05 18:26:20.150614,2026-08-05 18:23:00.150614,8,5,19
5,13,2026-08-05 18:26:50.150614,2026-08-05 18:23:30.150614,17,18,15
5,13,2026-08-05 18:27:20.150614,2026-08-05 18:24:00.150614,13,7,11
5,13,2026-08-05 18:27:50.150614,2026-08-05 18:24:30.150614,5,12,10
5,13,2026-08-05 18:28:20.150614,2026-08-05 18:25:00.150614,13,4,9
5,13,2026-08-05 18:28:50.150614,2026-08-05 18:25:30.150614,13,15,13
5,13,2026-08-05 18:29:20.150614,2026-08-05 18:26:00.150614,11,16,19
5,13,2026-08-05 18:29:50.150614,2026-08-05 18:26:30.150614,11,13,9
5,13,2026-08-05 18:30:20.150614,2026-08-05 18:27:00.150614,20,0,17
5,13,2026-08-05 18:30:50.150614,2026-08-05 18:27:30.150614,13,17,20
5,13,2026-08-05 18:31:20.150614,2026-08-05 18:28:00.150614,5,5,8
5,13,2026-08-05 18:31:50.150614,2026-08-05 18:28:30.150614,0,10,5
5,13,2026-08-05 18:32:20.150614,2026-08-05 18:29:00.150614,9,11,2
5,13,2026-08-05 18:32:50.150614,2026-08-05 18:29:30.150614,12,17,10
5,13,2026-08-05 18:33:20.150614,2026-08-05 18:30:00.150614,18,11,3
5,13,2026-08-05 18:33:50.150614,2026-08-05 18:30:30.150614,9,11,0
5,13,2026-08-05 18:34:20.150614,2026-08-05 18:31:00.150614,14,11,1
5,13,2026-08-05 18:34:50.150614,2026-08-05 18:31:30.150614,19,2,3
5,13,2026-08-05 18:35:20.150614,2026-08-05 18:32:00.150614,4,15,16
5,13,2026-08-05 18:35:50.150614,2026-08-05 18:32:30.150614,4,20,13
5,13,2026-08-05 18:36:20.150614,2026-08-05 18:33:00.150614,2,0,7
5,13,2026-08-05 18:36:50.150614,2026-08-05 18:33:30.150614,7,9,17
5,13,2026-08-05 18:37:20.150614,2026-08-05 18:34:00.150614,14,12,5
5,13,2026-08-05 18:37:50.150614,2026-08-05 18:34:30.150614,6,9,16
5,13,2026-08-05 18:38:20.150614,2026-08-05 18:35:00.150614,10,5,4
5,13,2026-08-05 18:38:50.150614,2026-08-05 18:35:30.150614,12,13,17
5,13,2026-08-05 18:39:20.150614,2026-08-05 18:36:00.150614,3,4,19
5,13,2026-08-05 18:39:50.150614,2026-08-05 18:36:30.150614,2,16,19
5,13,2026-08-05 18:40:20.150614,2026-08-05 18:37:00.150614,1,10,10
5,13,2026-08-05 18:40:50.150614,2026-08-05 18:37:30.150614,6,14,5
5,13,2026-08-05 18:41:20.150614,2026-08-05 18:38:00.150614,2,3,10
5,13,2026-08-05 18:41:50.150614,2026-08-05 18:38:30.150614,15,12,11
5,13,2026-08-05 18:42:20.150614,2026-08-05 18:39:00.150614,11,6,3
5,13,2026-08-05 18:42:50.150614,2026-08-05 18:39:30.150614,2,6,17
5,13,2026-08-05 18:43:20.150614,2026-08-05 18:40:00.150614,20,9,3
5,13,2026-08-05 18:43:50.150614,2026-08-05 18:40:30.150614,20,0,6
5,13,2026-08-05 18:44:20.150614,2026-08-05 18:41:00.150614,14,1,10
5,13,2026-08-05 18:44:50.150614,2026-08-05 18:41:30.150614,19,8,2
5,13,2026-08-05 18:45:20.150614,2026-08-05 18:42:00.150614,9,4,15
5,13,2026-08-05 18:45:50.150614,2026-08-05 18:42:30.150614,14,1,4
5,13,2026-08-05 18:46:20.150614,2026-08-05 18:43:00.150614,6,0,4
5,13,2026-08-05 18:46:50.150614,2026-08-05 18:43:30.150614,6,14,19
5,13,2026-08-05 18:47:20.150614,2026-08-05 18:44:00.150614,1,19,9
5,13,2026-08-05 18:47:50.150614,2026-08-05 18:44:30.150614,12,10,10
5,13,2026-08-05 18:48:20.150614,2026-08-05 18:45:00.150614,19,5,15
5,13,2026-08-05 18:48:50.150614,2026-08-05 18:45:30.150614,8,16,1
5,13,2026-08-05 18:49:20.150614,2026-08-05 18:46:00.150614,6,13,15
5,13,2026-08-05 18:49:50.150614,2026-08-05 18:46:30.150614,5,11,0
5,13,2026-08-05 18:50:20.150614,2026-08-05 18:47:00.150614,16,17,19
5,13,2026-08-05 18:50:50.150614,2026-08-05 18:47:30.150614,18,20,19
5,13,2026-08-05 18:51:20.150614,2026-08-05 18:48:00.150614,14,7,3
5,13,2026-08-05 18:51:50.150614,2026-08-05 18:48:30.150614,7,1,8
5,13,2026-08-05 18:52:20.150614,2026-08-05 18:49:00.150614,8,2,12
5,13,2026-08-05 18:52:50.150614,2026-08-05 18:49:30.150614,15,10,2
5,13,2026-08-05 18:53:20.150614,2026-08-05 18:50:00.150614,17,17,2
5,13,2026-08-05 18:53:50.150614,2026-08-05 18:50:30.150614,12,17,0
5,13,2026-08-05 18:54:20.150614,2026-08-05 18:51:00.150614,16,10,0
5,13,2026-08-05 18:54:50.150614,2026-08-05 18:51:30.150614,3,6,18
5,13,2026-08-05 18:55:20.150614,2026-08-05 18:52:00.150614,14,1,2
5,13,2026-08-05 18:55:50.150614,2026-08-05 18:52:30.150614,7,6,13
5,13,2026-08-05 18:56:20.150614,2026-08-05 18:53:00.150614,13,2,17
5,13,2026-08-05 18:56:50.150614,2026-08-05 18:53:30.150614,3,13,14
5,13,2026-08-05 18:57:20.150614,2026-08-05 18:54:00.150614,15,3,2
5,13,2026-08-05 18:57:50.150614,2026-08-05 18:54:30.150614,19,14,14
5,13,2026-08-05 18:58:20.150614,2026-08-05 18:55:00.150614,11,15,1
5,13,2026-08-05 18:58:50.150614,2026-08-05 18:55:30.150614,10,0,9
5,13,2026-08-05 18:59:20.150614,2026-08-05 18:56:00.150614,14,14,10
5,13,2026-08-05 18:59:50.150614,2026-08-05 18:56:30.150614,14,14,4
5,13,2026-08-05 19:00:20.150614,2026-08-05 18:57:00.150614,15,13,1
5,13,2026-08-05 19:00:50.150614,2026-08-05 18:57:30.150614,16,16,7
5,13,2026-08-05 19:01:20.150614,2026-08-05 18:58:00.150614,2,13,17
5,13,2026-08-05 19:01:50.150614,2026-08-05 18:58:30.150614,5,8,3
5,13,2026-08-05 19:02:20.150614,2026-08-05 18:59:00.150614,20,13,12
5,13,2026-08-05 19:02:50.150614,2026-08-05 18:59:30.150614,20,19,10
5,13,2026-08-05 19:03:20.150614,2026-08-05 19:00:00.150614,6,13,20
5,13,2026-08-05 19:03:50.150614,2026-08-05 19:00:30.150614,19,1,3
5,13,2026-08-05 19:04:20.150614,2026-08-05 19:01:00.150614,12,1,17
5,13,2026-08-05 19:04:50.150614,2026-08-05 19:01:30.150614,4,17,1
5,13,2026-08-05 19:05:20.150614,2026-08-05 19:02:00.150614,0,2,18
5,13,2026-08-05 19:05:50.150614,2026-08-05 19:02:30.150614,13,5,4
5,13,2026-08-05 19:06:20.150614,2026-08-05 19:03:00.150614,20,9,13
5,13,2026-08-05 19:06:50.150614,2026-08-05 19:03:30.150614,13,7,11
5,13,2026-08-05 19:07:20.150614,2026-08-05 19:04:00.150614,1,15,17
5,13,2026-08-05 19:07:50.150614,2026-08-05 19:04:30.150614,1,20,19
5,13,2026-08-05 19:08:20.150614,2026-08-05 19:05:00.150614,4,16,4
5,13,2026-08-05 19:08:50.150614,2026-08-05 19:05:30.150614,1,16,14
5,13,2026-08-05 19:09:20.150614,2026-08-05 19:06:00.150614,18,10,19
5,13,2026-08-05 19:09:50.150614,2026-08-05 19:06:30.150614,17,7,6
5,13,2026-08-05 19:10:20.150614,2026-08-05 19:07:00.150614,5,16,10
5,13,2026-08-05 19:10:50.150614,2026-08-05 19:07:30.150614,0,7,19
5,13,2026-08-05 19:11:20.150614,2026-08-05 19:08:00.150614,1,12,2
5,13,2026-08-05 19:11:50.150614,2026-08-05 19:08:30.150614,0,10,4
5,13,2026-08-05 19:12:20.150614,2026-08-05 19:09:00.150614,4,9,3
5,13,2026-08-05 19:12:50.150614,2026-08-05 19:09:30.150614,8,4,6
5,13,2026-08-05 19:13:20.150614,2026-08-05 19:10:00.150614,5,9,12
5,13,2026-08-05 19:13:50.150614,2026-08-05 19:10:30.150614,3,16,20
5,13,2026-08-05 19:14:20.150614,2026-08-05 19:11:00.150614,10,11,10
5,13,2026-08-05 19:14:50.150614,2026-08-05 19:11:30.150614,10,10,0
5,13,2026-08-05 19:15:20.150614,2026-08-05 19:12:00.150614,16,14,9
5,13,2026-08-05 19:15:50.150614,2026-08-05 19:12:30.150614,3,12,7
5,13,2026-08-05 19:16:20.150614,2026-08-05 19:13:00.150614,12,4,19
5,13,2026-08-05 19:16:50.150614,2026-08-05 19:13:30.150614,1,20,0
5,13,2026-08-05 19:17:20.150614,2026-08-05 19:14:00.150614,4,20,8
5,13,2026-08-05 19:17:50.150614,2026-08-05 19:14:30.150614,2,18,7
5,13,2026-08-05 19:18:20.150614,2026-08-05 19:15:00.150614,18,7,17
5,13,2026-08-05 19:18:50.150614,2026-08-05 19:15:30.150614,12,8,12
5,13,2026-08-05 19:19:20.150614,2026-08-05 19:16:00.150614,19,4,9
5,13,2026-08-05 19:19:50.150614,2026-08-05 19:16:30.150614,15,10,5
5,13,2026-08-05 19:20:20.150614,2026-08-05 19:17:00.150614,11,13,16
5,13,2026-08-05 19:20:50.150614,2026-08-05 19:17:30.150614,4,13,6
5,13,2026-08-05 19:21:20.150614,2026-08-05 19:18:00.150614,15,14,14
5,13,2026-08-05 19:21:50.150614,2026-08-05 19:18:30.150614,16,16,8
5,13,2026-08-05 19:22:20.150614,2026-08-05 19:19:00.150614,12,13,12
5,13,2026-08-05 19:22:50.150614,2026-08-05 19:19:30.150614,3,4,13
5,13,2026-08-05 19:23:20.150614,2026-08-05 19:20:00.150614,6,15,20
5,13,2026-08-05 19:23:50.150614,2026-08-05 19:20:30.150614,12,2,8
5,13,2026-08-05 19:24:20.150614,2026-08-05 19:21:00.150614,11,10,0
5,13,2026-08-05 19:24:50.150614,2026-08-05 19:21:30.150614,17,14,5
5,13,2026-08-05 19:25:20.150614,2026-08-05 19:22:00.150614,4,0,8
5,13,2026-08-05 19:25:50.150614,2026-08-05 19:22:30.150614,19,5,8
5,13,2026-08-05 19:26:20.150614,2026-08-05 19:23:00.150614,14,13,10
5,13,2026-08-05 19:26:50.150614,2026-08-05 19:23:30.150614,19,18,2
5,13,2026-08-05 19:27:20.150614,2026-08-05 19:24:00.150614,19,6,1
5,13,2026-08-05 19:27:50.150614,2026-08-05 19:24:30.150614,10,2,1
5,13,2026-08-05 19:28:20.150614,2026-08-05 19:25:00.150614,16,12,11
5,13,2026-08-05 19:28:50.150614,2026-08-05 19:25:30.150614,18,10,11
5,13,2026-08-05 19:29:20.150614,2026-08-05 19:26:00.150614,13,15,0
5,13,2026-08-05 19:29:50.150614,2026-08-05 19:26:30.150614,17,17,5
5,13,2026-08-05 19:30:20.150614,2026-08-05 19:27:00.150614,9,13,13
5,13,2026-08-05 19:30:50.150614,2026-08-05 19:27:30.150614,8,4,1
5,13,2026-08-05 19:31:20.150614,2026-08-05 19:28:00.150614,20,13,19
5,13,2026-08-05 19:31:50.150614,2026-08-05 19:28:30.150614,6,0,8
5,13,2026-08-05 19:32:20.150614,2026-08-05 19:29:00.150614,13,20,14
5,13,2026-08-05 19:32:50.150614,2026-08-05 19:29:30.150614,7,16,8
5,13,2026-08-05 19:33:20.150614,2026-08-05 19:30:00.150614,8,14,16
5,13,2026-08-05 19:33:50.150614,2026-08-05 19:30:30.150614,1,17,11
5,13,2026-08-05 19:34:20.150614,2026-08-05 19:31:00.150614,6,19,9
5,13,2026-08-05 19:34:50.150614,2026-08-05 19:31:30.150614,17,16,18
5,13,2026-08-05 19:35:20.150614,2026-08-05 19:32:00.150614,4,14,0
5,13,2026-08-05 19:35:50.150614,2026-08-05 19:32:30.150614,6,20,9
5,13,2026-08-05 19:36:20.150614,2026-08-05 19:33:00.150614,7,17,0
5,13,2026-08-05 19:36:50.150614,2026-08-05 19:33:30.150614,7,2,11
5,13,2026-08-05 19:37:20.150614,2026-08-05 19:34:00.150614,16,18,15
5,13,2026-08-05 19:37:50.150614,2026-08-05 19:34:30.150614,14,5,7
5,13,2026-08-05 19:38:20.150614,2026-08-05 19:35:00.150614,2,14,0
5,13,2026-08-05 19:38:50.150614,2026-08-05 19:35:30.150614,9,2,17
5,13,2026-08-05 19:39:20.150614,2026-08-05 19:36:00.150614,10,1,19
5,13,2026-08-05 19:39:50.150614,2026-08-05 19:36:30.150614,11,0,13
5,13,2026-08-05 19:40:20.150614,2026-08-05 19:37:00.150614,2,11,18
5,13,2026-08-05 19:40:50.150614,2026-08-05 19:37:30.150614,14,4,10
5,13,2026-08-05 19:41:20.150614,2026-08-05 19:38:00.150614,1,10,11
5,13,2026-08-05 19:41:50.150614,2026-08-05 19:38:30.150614,7,16,8
5,13,2026-08-05 19:42:20.150614,2026-08-05 19:39:00.150614,20,1,15
5,13,2026-08-05 19:42:50.150614,2026-08-05 19:39:30.150614,13,16,18
5,13,2026-08-05 19:43:20.150614,2026-08-05 19:40:00.150614,19,15,1
5,13,2026-08-05 19:43:50.150614,2026-08-05 19:40:30.150614,5,8,7
5,13,2026-08-05 19:44:20.150614,2026-08-05 19:41:00.150614,1,6,5
5,13,2026-08-05 19:44:50.150614,2026-08-05 19:41:30.150614,4,2,4
5,13,2026-08-05 19:45:20.150614,2026-08-05 19:42:00.150614,0,4,8
5,13,2026-08-05 19:45:50.150614,2026-08-05 19:42:30.150614,5,9,7
5,13,2026-08-05 19:46:20.150614,2026-08-05 19:43:00.150614,10,2,2
5,13,2026-08-05 19:46:50.150614,2026-08-05 19:43:30.150614,20,3,6
5,13,2026-08-05 19:47:20.150614,2026-08-05 19:44:00.150614,4,12,7
5,13,2026-08-05 19:47:50.150614,2026-08-05 19:44:30.150614,9,17,10
5,13,2026-08-05 19:48:20.150614,2026-08-05 19:45:00.150614,17,1,13
5,13,2026-08-05 19:48:50.150614,2026-08-05 19:45:30.150614,7,9,17
